-14425816.9779065065	  inf
-12751580.3950934336	1.16058e-01
-12538968.8819953632	1.66733e-02
-12335950.1273809019	1.61910e-02
-12211477.0970405545	1.00903e-02
-12130770.5793554038	6.60907e-03
-12079544.1294977330	4.22285e-03
-12047682.1750210840	2.63768e-03
-12027408.4483822193	1.68279e-03
-12014060.7314122170	1.10977e-03
-12004814.4339219797	7.69623e-04
-11997853.3352065943	5.79859e-04
-11992144.4559970535	4.75825e-04
-11987225.2667599842	4.10201e-04
-11983180.2142891698	3.37447e-04
-11979682.7833209839	2.91862e-04
-11976776.1308834217	2.42632e-04
-11974324.3993499260	2.04707e-04
-11972228.1447128840	1.75062e-04
-11970289.2038312443	1.61953e-04
-11968485.7845213152	1.50658e-04
-11966863.1264182925	1.35578e-04
-11965530.7242701780	1.11341e-04
-11964415.4493670501	9.32073e-05
